ID,Document_ID,Type,Summary,Text,State,Project,Spawns,Covers
REQ-00031,DOC-REQ-0001,ALM Requirement,,The charging control system shall apply hysteresis to DC fast charging evaluation to avoid nuisance transitions. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,,
REQ-00032,DOC-REQ-0001,ALM Requirement,,The vehicle network function shall transition to a defined safe behavior when diagnostic session is unavailable or implausible. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,PR-00265,
REQ-00033,DOC-REQ-0001,ALM Requirement,,The powertrain function shall prioritize motor torque evaluation over lower-priority diagnostic routines. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,,
REQ-00034,DOC-REQ-0001,ALM Requirement,,The thermal control system shall monitor coolant flow and detect invalid or implausible conditions within the configured diagnostic interval. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,CR-00154,
REQ-00035,DOC-REQ-0001,ALM Requirement,,The vehicle network control system shall monitor gateway routing and detect invalid or implausible conditions within the configured diagnostic interval.,Specified,Project NOVA / Variant EV-X,"CR-00245, CR-00132, PR-00288",
REQ-00036,DOC-REQ-0001,ALM Requirement,,The system shall maintain battery thermal protection when operating conditions cross calibrated boundary thresholds. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,"PR-00146, CR-00537, PR-00173",
REQ-00037,DOC-REQ-0001,ALM Requirement,,The system shall maintain torque limitation during faults when operating conditions cross calibrated boundary thresholds.,Specified,Project NOVA / Variant EV-X,"CR-00242, PR-00064",
REQ-00038,DOC-REQ-0001,ALM Requirement,,The powertrain function shall prioritize motor torque evaluation over lower-priority diagnostic routines.,ALM_Active,Project NOVA / Variant EV-X,"PR-00327, CR-00670, PR-00279",
REQ-00039,DOC-REQ-0001,ALM Requirement,,The charging function shall recover normal operation after valid DC fast charging information becomes available again. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,PR-00313,
REQ-00040,DOC-REQ-0001,ALM Requirement,,The thermal function shall recover normal operation after valid cabin temperature information becomes available again. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,,
REQ-00041,DOC-REQ-0002,ALM Requirement,,The adas function shall log diagnostic trouble codes when warning logic exceeds calibrated limits. Traceability to the originating stakeholder need shall be maintained.,ALM_Active,Project NOVA / Variant EV-X,"CR-00192, CR-00379",
REQ-00042,DOC-REQ-0002,ALM Requirement,,The system shall maintain ride-height sensing and leveling when operating conditions cross calibrated boundary thresholds. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,,
REQ-00043,DOC-REQ-0002,ALM Requirement,,The adas function shall log diagnostic trouble codes when sensor fusion exceeds calibrated limits. Traceability to the originating stakeholder need shall be maintained.,ALM_Active,Project NOVA / Variant EV-X,"PR-00392, CR-00705",
REQ-00044,DOC-REQ-0002,ALM Requirement,,The thermal function shall transition to a defined safe behavior when heat exchanger is unavailable or implausible. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,,
REQ-00045,DOC-REQ-0002,ALM Requirement,,The system shall preserve the last valid object detection value for use during transient signal loss. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,"CR-00202, PR-00345, CR-00538",
REQ-00046,DOC-REQ-0002,ALM Requirement,,The battery function shall recover normal operation after valid battery temperature information becomes available again.,ALM_Active,Project NOVA / Variant EV-X,"PR-00124, PR-00146",
REQ-00047,DOC-REQ-0002,ALM Requirement,,The battery function shall transition to a defined safe behavior when charge current is unavailable or implausible. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,,
REQ-00048,DOC-REQ-0002,ALM Requirement,,The hvac function shall notify dependent subsystems when compressor control enters a degraded state. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,"PR-00438, CR-00118, PR-00270",
REQ-00049,DOC-REQ-0002,ALM Requirement,,The adas function shall recover normal operation after valid warning logic information becomes available again. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,,
REQ-00050,DOC-REQ-0002,ALM Requirement,,The charging control system shall monitor DC fast charging and detect invalid or implausible conditions within the configured diagnostic interval. This applies across all configured vehicle variants.,Accepted,Project NOVA / Variant EV-X,"CR-00616, CR-00173",
REQ-00051,DOC-REQ-0002,ALM Requirement,,The steering function shall transition to a defined safe behavior when steering assist is unavailable or implausible. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,,
REQ-00052,DOC-REQ-0002,ALM Requirement,,The system shall maintain charge-port connection and locking plausibility when operating conditions cross calibrated boundary thresholds. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,,
REQ-00053,DOC-REQ-0002,ALM Requirement,,The steering function shall log diagnostic trouble codes when steering angle exceeds calibrated limits. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,,
REQ-00054,DOC-REQ-0002,ALM Requirement,,The steering function shall recover normal operation after valid steering angle information becomes available again. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,,
REQ-00055,DOC-REQ-0002,ALM Requirement,,The system shall preserve the last valid cabin temperature value for use during transient signal loss.,ALM_Active,Project NOVA / Variant EV-X,,
REQ-00056,DOC-REQ-0002,ALM Requirement,,The system shall support configuration of state of charge thresholds without requiring a software update. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,CR-00747,
REQ-00057,DOC-REQ-0002,ALM Requirement,,The steering function shall transition to a defined safe behavior when torque sensing is unavailable or implausible. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,,
REQ-00058,DOC-REQ-0002,ALM Requirement,,The braking function shall notify dependent subsystems when wheel slip enters a degraded state. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,"PR-00282, CR-00562, CR-00755",
REQ-00059,DOC-REQ-0002,ALM Requirement,,The powertrain function shall transition to a defined safe behavior when speed control is unavailable or implausible. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"CR-00730, CR-00384",
REQ-00060,DOC-REQ-0002,ALM Requirement,,The system shall provide diagnostic status information when a fault affecting ABS control is detected. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,"PR-00466, CR-00381, CR-00021",
REQ-00061,DOC-REQ-0002,ALM Requirement,,The system shall provide diagnostic status information when a fault affecting heat exchanger is detected. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,"CR-00230, CR-00126, CR-00378",
REQ-00062,DOC-REQ-0002,ALM Requirement,,The powertrain function shall log diagnostic trouble codes when torque limitation exceeds calibrated limits.,Accepted,Project NOVA / Variant EV-X,"CR-00711, CR-00424",
REQ-00063,DOC-REQ-0002,ALM Requirement,,The battery function shall log diagnostic trouble codes when state of charge exceeds calibrated limits. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,,
REQ-00064,DOC-REQ-0002,ALM Requirement,,The vehicle network control system shall monitor network wakeup and detect invalid or implausible conditions within the configured diagnostic interval. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,CR-00329,
REQ-00065,DOC-REQ-0002,ALM Requirement,,The steering control system shall monitor steering assist and detect invalid or implausible conditions within the configured diagnostic interval.,ALM_Active,Project NOVA / Variant EV-X,,
REQ-00066,DOC-REQ-0002,ALM Requirement,,The hvac function shall log diagnostic trouble codes when defrost logic exceeds calibrated limits. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,"CR-00380, CR-00745, CR-00141",
REQ-00067,DOC-REQ-0002,ALM Requirement,,The system shall report cabin airflow status to the vehicle-level diagnostic manager within the specified interval. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,,
REQ-00068,DOC-REQ-0002,ALM Requirement,,The braking control system shall monitor ABS control and detect invalid or implausible conditions within the configured diagnostic interval. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,CR-00748,
REQ-00069,DOC-REQ-0002,ALM Requirement,,The system shall preserve the last valid charge port value for use during transient signal loss.,Accepted,Project NOVA / Variant EV-X,,
REQ-00070,DOC-REQ-0002,ALM Requirement,,The system shall preserve the last valid air quality value for use during transient signal loss. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,"CR-00269, CR-00073, PR-00297",
REQ-00071,DOC-REQ-0002,ALM Requirement,,The system shall preserve the last valid distance estimation value for use during transient signal loss. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,,
REQ-00072,DOC-REQ-0002,ALM Requirement,,The system shall support configuration of DC fast charging thresholds without requiring a software update. The behavior shall be verified during integration testing.,ALM_Active,Project NOVA / Variant EV-X,CR-00356,
REQ-00073,DOC-REQ-0002,ALM Requirement,,The system shall preserve the last valid charge scheduling value for use during transient signal loss. The behavior shall be verified during integration testing.,Specified,Project NOVA / Variant EV-X,,
REQ-00074,DOC-REQ-0002,ALM Requirement,,The system shall report air quality status to the vehicle-level diagnostic manager within the specified interval. This applies across all configured vehicle variants.,Accepted,Project NOVA / Variant EV-X,"PR-00465, PR-00373",
REQ-00075,DOC-REQ-0002,ALM Requirement,,The system shall report sensor fusion status to the vehicle-level diagnostic manager within the specified interval. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,"CR-00754, PR-00058, CR-00104",
REQ-00076,DOC-REQ-0002,ALM Requirement,,The system shall preserve the last valid vibration monitoring value for use during transient signal loss. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,PR-00203,
REQ-00077,DOC-REQ-0002,ALM Requirement,,The system shall preserve the last valid damper control value for use during transient signal loss. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,,
REQ-00078,DOC-REQ-0002,ALM Requirement,,The system shall maintain network wakeup and sleep management when operating conditions cross calibrated boundary thresholds. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,"CR-00099, PR-00196",
REQ-00079,DOC-REQ-0002,ALM Requirement,,The system shall provide diagnostic status information when a fault affecting sensor fusion is detected. The behavior shall be verified during integration testing.,ALM_Active,Project NOVA / Variant EV-X,"CR-00754, PR-00353",
REQ-00080,DOC-REQ-0002,ALM Requirement,,The braking control system shall apply hysteresis to wheel slip evaluation to avoid nuisance transitions. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,,
REQ-00081,DOC-REQ-0003,ALM Requirement,,The charging function shall notify dependent subsystems when AC charging enters a degraded state. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,CR-00128,
REQ-00082,DOC-REQ-0003,ALM Requirement,,The charging function shall transition to a defined safe behavior when AC charging is unavailable or implausible.,Specified,Project NOVA / Variant EV-X,"CR-00350, PR-00247",
REQ-00083,DOC-REQ-0003,ALM Requirement,,The system shall report wheel speed status to the vehicle-level diagnostic manager within the specified interval.,ALM_Active,Project NOVA / Variant EV-X,CR-00228,
REQ-00084,DOC-REQ-0003,ALM Requirement,,The steering control system shall monitor fallback and detect invalid or implausible conditions within the configured diagnostic interval. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,"CR-00597, CR-00238, CR-00087",
REQ-00085,DOC-REQ-0003,ALM Requirement,,The suspension control system shall apply hysteresis to damper control evaluation to avoid nuisance transitions. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,"CR-00713, PR-00040, CR-00699",
REQ-00086,DOC-REQ-0003,ALM Requirement,,The system shall support configuration of defrost logic thresholds without requiring a software update.,Accepted,Project NOVA / Variant EV-X,"CR-00110, PR-00234, CR-00721",
REQ-00087,DOC-REQ-0003,ALM Requirement,,The steering control system shall apply hysteresis to fallback evaluation to avoid nuisance transitions.,Accepted,Project NOVA / Variant EV-X,"PR-00478, CR-00252",
REQ-00088,DOC-REQ-0003,ALM Requirement,,The system shall support configuration of speed control thresholds without requiring a software update.,Accepted,Project NOVA / Variant EV-X,"CR-00206, CR-00340",
REQ-00089,DOC-REQ-0003,ALM Requirement,,The powertrain control system shall apply hysteresis to speed control evaluation to avoid nuisance transitions. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,,
REQ-00090,DOC-REQ-0003,ALM Requirement,,The adas function shall recover normal operation after valid sensor fusion information becomes available again. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,,
REQ-00091,DOC-REQ-0003,ALM Requirement,,The vehicle network function shall transition to a defined safe behavior when CAN bus signal is unavailable or implausible. The behavior shall be verified during integration testing.,ALM_Active,Project NOVA / Variant EV-X,,
REQ-00092,DOC-REQ-0003,ALM Requirement,,The charging function shall notify dependent subsystems when AC charging enters a degraded state.,ALM_Active,Project NOVA / Variant EV-X,,
REQ-00093,DOC-REQ-0003,ALM Requirement,,The system shall report isolation status to the vehicle-level diagnostic manager within the specified interval. Verification evidence shall be captured in the test execution report.,Specified,Project NOVA / Variant EV-X,"PR-00446, PR-00386",
REQ-00094,DOC-REQ-0003,ALM Requirement,,The suspension control system shall monitor vibration monitoring and detect invalid or implausible conditions within the configured diagnostic interval. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,PR-00401,
